小区名称,房屋朝向,装修情况,供暖方式,户型结构,建筑类型,建筑结构,梯户比例,配备电梯,挂牌时间,上次交易,房屋年限,抵押信息,交易权属,房屋用途,产权所属,关注人数,发布日期,VR看装修,近地铁,随时看房,详情页,楼层高低,楼层总高度,区,街道,环线位置,居住空间,功能间,总价(万元),单价(元/平),房屋面积(平米),地址,lat,lon
圣约翰名邸,南,精装,,平层,板楼,钢混结构,两梯四户,有,2025-03-13,2012-10-26,满五年,无抵押,商品房,普通住宅,非共有,8,1个月以前发布,VR房源,近地铁,,https://sh.lianjia.com/ershoufang/107112288465.html,中楼层,31,长宁,中山公园,内环内,2室2厅,1厨1卫,1080.0,106520,101.39,上海市长宁中山公园圣约翰名邸,31.216794,121.427434
紫元大厦,南,精装,,平层,塔楼,钢混结构,两梯六户,有,2024-09-21,2016-05-11,满五年,无抵押,商品房,普通住宅,共有,10,7个月以前发布,VR看装修,近地铁,随时看房,https://sh.lianjia.com/ershoufang/107110869559.html,高楼层,24,徐汇,徐家汇,内环内,2室2厅,1厨1卫,966.0,89000,108.54,上海市徐汇徐家汇紫元大厦,31.195042,121.431631
世纪之门,南,精装,,平层,塔楼,钢混结构,两梯八户,有,2025-03-10,2019-01-02,满五年,无抵押,商品房,普通住宅,共有,8,1个月以前发布,VR看装修,近地铁,随时看房,https://sh.lianjia.com/ershoufang/107112252305.html,低楼层,22,普陀,长寿路,内环内,2室2厅,1厨1卫,725.0,74109,97.83,上海市普陀长寿路世纪之门,31.247371,121.438994
圣约翰名邸,南,精装,,平层,板楼,钢混结构,两梯四户,有,2024-11-30,2019-05-20,满五年,无抵押,商品房,普通住宅,非共有,44,4个月以前发布,VR房源,近地铁,,https://sh.lianjia.com/ershoufang/107111466373.html,高楼层,31,长宁,中山公园,内环内,2室2厅,1厨1卫,1010.0,99714,101.29,上海市长宁中山公园圣约翰名邸,31.216794,121.427434
庆余公寓,南 北,精装,,平层,塔楼,钢混结构,两梯六户,有,2024-12-19,2015-09-15,满五年,有抵押,商品房,普通住宅,共有,4,4个月以前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107111633739.html,高楼层,19,徐汇,徐家汇,内环内,2室1厅,1厨1卫,908.0,91183,99.58,上海市徐汇徐家汇庆余公寓,31.189554,121.4283
凯成苑,南 北,精装,,平层,板楼,钢混结构,一梯两户,有,2024-09-01,2020-03-01,满五年,有抵押,商品房,普通住宅,非共有,68,7个月以前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107110693884.html,中楼层,8,静安,不夜城,内环内,2室2厅,1厨2卫,745.0,67845,109.81,上海市静安不夜城凯成苑,31.248303,121.462347
大华清水湾,南,精装,,平层,板楼,钢混结构,两梯四户,有,2024-10-14,2004-12-13,满五年,无抵押,商品房,普通住宅,非共有,38,6个月以前发布,VR房源,近地铁,,https://sh.lianjia.com/ershoufang/107111079351.html,中楼层,24,普陀,武宁,内环内,2室2厅,1厨1卫,958.0,91570,104.62,上海市普陀武宁大华清水湾,31.227339,121.412321
越秀苑,南,精装,,平层,塔楼,钢混结构,两梯六户,有,2025-03-22,2014-12-17,满五年,无抵押,商品房,普通住宅,共有,3,1个月以前发布,VR房源,近地铁,,https://sh.lianjia.com/ershoufang/107112378138.html,高楼层,27,静安,不夜城,内环内,2室1厅,1厨1卫,799.0,76467,104.49,上海市静安不夜城越秀苑,31.254966,121.45795
徐汇苑,东南 南,精装,,平层,板楼,钢混结构,三梯六户,有,2025-04-05,2021-01-27,满两年,无抵押,商品房,普通住宅,共有,6,22天以前发布,VR看装修,近地铁,随时看房,https://sh.lianjia.com/ershoufang/107112523123.html,高楼层,32,徐汇,龙华,内环至中环,2室2厅,1厨1卫,1100.0,109279,100.66,上海市徐汇龙华徐汇苑,31.177843,121.44403
金融街融府,南,精装,,平层,板楼,钢混结构,两梯三户,有,2024-08-27,2018-11-12,满五年,无抵押,商品房,普通住宅,非共有,62,7个月以前发布,VR房源,,,https://sh.lianjia.com/ershoufang/107110615576.html,中楼层,31,静安,不夜城,内环内,2室2厅,1厨1卫,1050.0,116254,90.32,上海市静安不夜城金融街融府,31.254013,121.450823
宝华城市之星,南,精装,,平层,板楼,钢混结构,四梯四户,有,2024-12-12,2023-04-07,满两年,有抵押,商品房,普通住宅,共有,5,4个月以前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107111570907.html,高楼层,31,普陀,光新,内环至中环,2室1厅,1厨2卫,1390.0,129063,107.7,上海市普陀光新宝华城市之星,31.254686,121.429705
尚汇豪庭,南,精装,,平层,板楼,钢混结构,两梯四户,有,2025-03-18,2019-05-24,满五年,无抵押,商品房,普通住宅,共有,10,1个月以前发布,VR房源,近地铁,,https://sh.lianjia.com/ershoufang/107112338706.html,高楼层,29,徐汇,田林,内环至中环,2室2厅,1厨1卫,1398.0,146158,95.65,上海市徐汇田林尚汇豪庭,31.179437,121.429661
兴联大厦,东北,精装,,平层,板楼,钢混结构,两梯四户,有,2023-08-04,2013-03-08,满五年,无抵押,商品房,普通住宅,非共有,18,一年前发布,VR房源,近地铁,,https://sh.lianjia.com/ershoufang/107107716126.html,低楼层,25,长宁,中山公园,内环内,2室2厅,1厨1卫,840.0,78874,106.5,上海市长宁中山公园兴联大厦,31.221788,121.425895
仲信苑,南,精装,,平层,板塔结合,钢混结构,两梯八户,有,2024-11-05,2015-07-28,满五年,无抵押,商品房,普通住宅,共有,10,5个月以前发布,VR房源,近地铁,,https://sh.lianjia.com/ershoufang/107111258668.html,高楼层,21,长宁,中山公园,内环内,2室2厅,1厨1卫,1080.0,100195,107.79,上海市长宁中山公园仲信苑,31.217027,121.427357
金祥苑,南,简装,,平层,板楼,砖混结构,无电梯,无,2025-04-13,2025-04-18,未满两年,无抵押,商品房,普通住宅,非共有,2,15天以前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107112596008.html,高楼层,6,徐汇,田林,内环至中环,2室2厅,1厨1卫,820.0,88087,93.09,上海市徐汇田林金祥苑,31.179589,121.41881
徐汇世家花园,南,简装,,平层,板楼,钢混结构,两梯五户,有,2024-06-22,2016-03-17,满五年,无抵押,商品房,普通住宅,共有,68,10个月以前发布,VR看装修,近地铁,随时看房,https://sh.lianjia.com/ershoufang/107110050755.html,高楼层,35,徐汇,田林,内环至中环,2室2厅,1厨1卫,870.0,91889,94.68,上海市徐汇田林徐汇世家花园,31.181414,121.418385
九九园,南,简装,,平层,板楼,钢混结构,两梯四户,有,2024-04-06,2002-06-26,满五年,无抵押,商品房,普通住宅,共有,42,一年前发布,VR房源,近地铁,,https://sh.lianjia.com/ershoufang/107109431138.html,低楼层,28,长宁,新华路,内环内,2室2厅,1厨1卫,880.0,94300,93.32,上海市长宁新华路九九园,31.19355,121.419193
新华名门,南,精装,,平层,板楼,砖混结构,无电梯,无,2025-04-10,2005-07-01,满五年,有抵押,商品房,普通住宅,共有,8,18天以前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107112566816.html,中楼层,6,长宁,新华路,内环内,2室1厅,1厨1卫,900.0,99978,90.02,上海市长宁新华路新华名门,31.200189,121.425893
仲信苑,南,精装,,平层,板塔结合,钢混结构,两梯八户,有,2024-07-14,2000-10-11,满五年,无抵押,商品房,普通住宅,非共有,18,9个月以前发布,VR房源,近地铁,,https://sh.lianjia.com/ershoufang/107110238452.html,中楼层,21,长宁,中山公园,内环内,2室1厅,1厨1卫,950.0,87696,108.33,上海市长宁中山公园仲信苑,31.217027,121.427357
鉴赏新华,南,精装,,平层,板楼,钢混结构,两梯四户,有,2024-09-12,2010-04-27,满五年,有抵押,商品房,普通住宅,共有,35,7个月以前发布,VR看装修,近地铁,随时看房,https://sh.lianjia.com/ershoufang/107110797480.html,高楼层,28,长宁,新华路,内环内,2室2厅,1厨1卫,1060.0,104692,101.25,上海市长宁新华路鉴赏新华,31.202982,121.420356
密山路70号,南,简装,,平层,板楼,砖混结构,无电梯,无,2024-12-11,,,无抵押,商品房,普通住宅,共有,0,4个月以前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107111563926.html,高楼层,6,宝山,淞宝,外环外,2室2厅,1厨1卫,375.0,37681,99.52,上海市宝山淞宝密山路70号,31.402055,121.482401
南天大厦,东南,精装,,平层,塔楼,钢混结构,两梯七户,有,2024-06-13,2018-01-23,满五年,有抵押,商品房,普通住宅,共有,60,10个月以前发布,VR房源,近地铁,,https://sh.lianjia.com/ershoufang/107109973339.html,高楼层,24,长宁,中山公园,内环内,2室2厅,1厨1卫,650.0,67177,96.76,上海市长宁中山公园南天大厦,31.215721,121.423066
大家源新城,南,精装,,平层,板楼,钢混结构,两梯四户,有,2025-03-30,,,无抵押,商品房,普通住宅,非共有,0,28天以前发布,VR房源,近地铁,,https://sh.lianjia.com/ershoufang/107112468208.html,中楼层,25,长宁,中山公园,内环内,2室2厅,1厨1卫,1066.0,111367,95.72,上海市长宁中山公园大家源新城,31.221668,121.412388
湘江大厦,北,精装,,平层,塔楼,钢混结构,三梯九户,有,2023-05-24,2022-05-25,满两年,无抵押,商品房,普通住宅,非共有,100,一年前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107107189184.html,低楼层,22,长宁,新华路,内环内,2室2厅,1厨2卫,498.0,48767,102.12,上海市长宁新华路湘江大厦,31.192669,121.420239
沙田新苑,东南,精装,,平层,板楼,钢混结构,两梯六户,有,2024-10-30,2018-10-05,满五年,有抵押,商品房,普通住宅,非共有,27,5个月以前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107111210660.html,低楼层,30,普陀,曹杨,内环至中环,2室2厅,1厨1卫,666.0,69318,96.08,上海市普陀曹杨沙田新苑,31.237395,121.412952
弘丰新苑,南,简装,,平层,板楼,钢混结构,无电梯,无,2024-01-11,2011-02-23,满五年,有抵押,商品房,普通住宅,共有,53,一年前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107108892761.html,高楼层,7,虹口,四川北路,内环内,2室2厅,1厨1卫,630.0,60450,104.22,上海市虹口四川北路弘丰新苑,31.260995,121.477631
苏河融景,西南,精装,,平层,板楼,钢混结构,两梯三户,有,2024-04-14,2017-01-01,满五年,无抵押,商品房,普通住宅,非共有,28,一年前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107109495860.html,中楼层,17,静安,不夜城,内环内,2室1厅,1厨1卫,1538.0,155747,98.75,上海市静安不夜城苏河融景,31.242001,121.454999
圣和静安公馆,南,精装,,平层,板楼,钢混结构,两梯四户,有,2024-05-19,2023-12-20,未满两年,有抵押,商品房,普通住宅,非共有,32,11个月以前发布,VR房源,近地铁,,https://sh.lianjia.com/ershoufang/107109766687.html,低楼层,27,静安,苏河湾,内环内,2室1厅,1厨1卫,1299.0,142482,91.17,上海市静安苏河湾圣和静安公馆,31.246499,121.479611
煜王苑,南 北,简装,,平层,板楼,钢混结构,无电梯,无,2024-12-02,2024-11-11,未满两年,无抵押,商品房,普通住宅,非共有,45,4个月以前发布,VR房源,近地铁,随时看房,https://sh.lianjia.com/ershoufang/107111488671.html,中楼层,7,长宁,中山公园,内环内,2室2厅,1厨2卫,820.0,77170,106.26,上海市长宁中山公园煜王苑,31.213591,121.421098
上海星港,南,精装,,平层,板楼,钢混结构,两梯三户,有,2024-11-18,2016-08-23,满五年,无抵押,商品房,普通住宅,共有,102,5个月以前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107111374678.html,低楼层,17,普陀,真如,内环至中环,2室2厅,1厨1卫,760.0,80152,94.82,上海市普陀真如上海星港,31.24492,121.411912
达安长宁公寓,南,简装,,平层,板楼,钢混结构,一梯两户,有,2023-09-16,1999-09-22,满五年,无抵押,商品房,普通住宅,非共有,3,一年前发布,VR看装修,近地铁,随时看房,https://sh.lianjia.com/ershoufang/107108051913.html,高楼层,8,长宁,新华路,内环内,2室2厅,1厨2卫,1050.0,111076,94.53,上海市长宁新华路达安长宁公寓,31.2075,121.426146
嘉富利大厦,西南,精装,,平层,塔楼,钢混结构,两梯八户,有,2025-03-31,2006-06-12,满五年,无抵押,商品房,普通住宅,共有,3,27天以前发布,VR房源,近地铁,,https://sh.lianjia.com/ershoufang/107112477959.html,中楼层,25,普陀,光新,内环至中环,2室1厅,1厨1卫,560.0,57912,96.7,上海市普陀光新嘉富利大厦,31.250616,121.428845
五月花都荟豪庭,南,精装,,平层,板楼,钢混结构,两梯四户,有,2023-08-09,2012-09-10,满五年,有抵押,商品房,普通住宅,非共有,40,一年前发布,VR房源,近地铁,,https://sh.lianjia.com/ershoufang/107107751536.html,高楼层,20,静安,不夜城,内环内,2室2厅,1厨1卫,999.0,110816,90.15,上海市静安不夜城五月花都荟豪庭,31.256359,121.45753
南虹公寓,东南,精装,,平层,塔楼,钢混结构,两梯六户,有,2025-03-15,2007-08-19,满五年,无抵押,商品房,普通住宅,共有,2,1个月以前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107112305991.html,高楼层,18,徐汇,徐家汇,内环内,2室2厅,1厨1卫,1130.0,119831,94.3,上海市徐汇徐家汇南虹公寓,31.190189,121.432022
长城苑,南,简装,,平层,塔楼,钢混结构,两梯六户,有,2024-11-18,2004-12-14,满五年,无抵押,商品房,普通住宅,共有,16,5个月以前发布,VR房源,近地铁,随时看房,https://sh.lianjia.com/ershoufang/107111369490.html,高楼层,28,静安,西藏北路,内环内,2室1厅,1厨1卫,660.0,64222,102.77,上海市静安西藏北路长城苑,31.249137,121.466561
长城苑,东南,简装,,平层,塔楼,钢混结构,两梯六户,有,2025-02-10,2005-06-17,满五年,无抵押,商品房,普通住宅,非共有,3,2个月以前发布,VR房源,近地铁,,https://sh.lianjia.com/ershoufang/107111949314.html,低楼层,28,静安,西藏北路,内环内,2室1厅,1厨1卫,660.0,60718,108.7,上海市静安西藏北路长城苑,31.249137,121.466561
同济公寓,南 北,简装,,平层,板楼,砖混结构,无电梯,无,2024-09-07,2008-08-30,满五年,无抵押,商品房,普通住宅,非共有,6,7个月以前发布,VR房源,近地铁,,https://sh.lianjia.com/ershoufang/107110750522.html,高楼层,6,宝山,淞宝,外环外,2室1厅,1厨1卫,399.0,42040,94.91,上海市宝山淞宝同济公寓,31.40666,121.472096
鉴赏新华,南 北,简装,,错层,板楼,钢混结构,一梯两户,有,2025-04-15,2001-05-05,满五年,有抵押,商品房,普通住宅,非共有,7,12天以前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107112616349.html,中楼层,11,长宁,新华路,内环内,2室2厅,1厨2卫,1055.0,99248,106.3,上海市长宁新华路鉴赏新华,31.202982,121.420356
中包公寓,南 北,简装,,平层,板楼,砖混结构,无电梯,无,2024-04-18,2000-10-30,满五年,无抵押,商品房,普通住宅,共有,15,一年前发布,VR房源,近地铁,,https://sh.lianjia.com/ershoufang/107109531514.html,中楼层,6,长宁,中山公园,内环内,2室2厅,1厨1卫,802.0,83971,95.51,上海市长宁中山公园中包公寓,31.216297,121.428433
宜山路518弄,南,简装,,平层,塔楼,钢混结构,两梯六户,有,2024-05-08,2001-03-19,满五年,无抵押,商品房,普通住宅,非共有,17,11个月以前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107109676670.html,低楼层,28,徐汇,田林,内环至中环,2室2厅,1厨1卫,698.0,77059,90.58,上海市徐汇田林宜山路518弄,31.182118,121.424562
富丽花苑,南,精装,,平层,塔楼,钢混结构,两梯八户,有,2024-12-15,2007-08-18,满五年,无抵押,商品房,普通住宅,非共有,7,4个月以前发布,VR房源,近地铁,,https://sh.lianjia.com/ershoufang/107111600840.html,低楼层,21,普陀,长寿路,内环内,2室1厅,1厨1卫,698.0,74390,93.83,上海市普陀长寿路富丽花苑,31.245993,121.442486
恬园风云汇,南 西 北,精装,,平层,板楼,钢混结构,两梯五户,有,2024-10-15,2018-11-26,满五年,有抵押,商品房,普通住宅,共有,40,6个月以前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107111081202.html,高楼层,17,长宁,新华路,内环内,2室2厅,1厨1卫,910.0,87737,103.72,上海市长宁新华路恬园风云汇,31.208765,121.422924
鉴赏新华,南,简装,,平层,板楼,钢混结构,两梯四户,有,2023-03-08,2015-04-14,满五年,无抵押,商品房,普通住宅,非共有,63,一年前发布,VR看装修,近地铁,随时看房,https://sh.lianjia.com/ershoufang/107106659355.html,高楼层,28,长宁,新华路,内环内,2室1厅,1厨2卫,1118.0,103730,107.78,上海市长宁新华路鉴赏新华,31.202982,121.420356
城公大厦,南,毛坯,,平层,塔楼,钢混结构,两梯八户,有,2023-02-15,2000-01-08,满五年,无抵押,商品房,普通住宅,非共有,12,一年前发布,VR看装修,近地铁,随时看房,https://sh.lianjia.com/ershoufang/107106493656.html,高楼层,21,普陀,光新,内环至中环,2室2厅,1厨1卫,538.0,59121,91.0,上海市普陀光新城公大厦,31.249618,121.39547
秋月枫舍,西南,精装,,平层,板楼,钢混结构,两梯四户,有,2025-03-23,2010-09-26,满五年,无抵押,商品房,普通住宅,非共有,2,1个月以前发布,VR房源,近地铁,,https://sh.lianjia.com/ershoufang/107112397177.html,低楼层,27,普陀,光新,内环至中环,2室2厅,1厨2卫,850.0,84772,100.27,上海市普陀光新秋月枫舍,31.249033,121.429974
宝地绿洲城,南,精装,,平层,板楼,钢混结构,一梯三户,有,2024-11-09,2020-04-24,满五年,无抵押,商品房,普通住宅,非共有,4,5个月以前发布,VR房源,近地铁,,https://sh.lianjia.com/ershoufang/107111288566.html,低楼层,11,宝山,杨行,外环外,2室2厅,1厨1卫,395.0,43531,90.74,上海市宝山杨行宝地绿洲城,31.405512,121.463546
东方金门花园,南,精装,,平层,板楼,钢混结构,两梯三户,有,2025-03-07,2021-02-28,满两年,无抵押,商品房,普通住宅,非共有,11,1个月以前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107112222965.html,低楼层,20,长宁,新华路,内环内,2室2厅,1厨1卫,1060.0,103587,102.33,上海市长宁新华路东方金门花园,31.20809,121.424596
宜山路518弄,南 北,精装,,平层,塔楼,钢混结构,两梯六户,有,2023-02-12,2008-11-03,满五年,无抵押,商品房,普通住宅,非共有,62,一年前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107106472645.html,高楼层,20,徐汇,田林,内环至中环,2室2厅,1厨1卫,715.0,75192,95.09,上海市徐汇田林宜山路518弄,31.182118,121.424562
宜山路518弄,南,简装,,平层,塔楼,钢混结构,两梯六户,有,2024-09-19,2001-03-02,满五年,无抵押,商品房,普通住宅,共有,10,7个月以前发布,VR房源,近地铁,,https://sh.lianjia.com/ershoufang/107110845864.html,高楼层,20,徐汇,田林,内环至中环,2室1厅,1厨1卫,715.0,75192,95.09,上海市徐汇田林宜山路518弄,31.182118,121.424562
云阳花苑,南,精装,,平层,塔楼,钢混结构,两梯七户,有,2024-07-02,2011-01-30,满五年,无抵押,商品房,普通住宅,共有,24,9个月以前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107110133410.html,低楼层,16,长宁,新华路,内环内,2室2厅,1厨1卫,650.0,71657,90.71,上海市长宁新华路云阳花苑,31.207399,121.425533
紫兰苑,东 南 北,精装,,平层,板楼,钢混结构,两梯三户,有,2025-02-20,2013-10-17,满五年,无抵押,商品房,普通住宅,非共有,13,2个月以前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107112052283.html,中楼层,17,静安,不夜城,内环内,2室2厅,1厨1卫,920.0,85162,108.03,上海市静安不夜城紫兰苑,31.255777,121.456367
绿地海珀玉晖,南 北,精装,,平层,板楼,钢混结构,两梯三户,有,2025-03-01,2018-08-07,满五年,有抵押,商品房,普通住宅,非共有,15,1个月以前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107112162722.html,低楼层,26,普陀,武宁,内环内,2室2厅,1厨1卫,1350.0,137363,98.28,上海市普陀武宁绿地海珀玉晖,31.249618,121.39547
顺达公寓,南,简装,,平层,板塔结合,钢混结构,两梯十户,有,2024-12-01,2005-12-09,满五年,无抵押,商品房,普通住宅,共有,12,4个月以前发布,VR房源,近地铁,随时看房,https://sh.lianjia.com/ershoufang/107111474816.html,低楼层,11,普陀,武宁,内环内,2室2厅,1厨1卫,520.0,51660,100.66,上海市普陀武宁顺达公寓,31.230481,121.417646
康泰公寓,南 北,精装,,平层,塔楼,钢混结构,两梯六户,有,2025-02-05,2004-02-08,未满两年,无抵押,商品房,普通住宅,共有,17,2个月以前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107111895623.html,中楼层,19,普陀,武宁,内环内,2室1厅,1厨1卫,758.0,74747,101.41,上海市普陀武宁康泰公寓,31.22976,121.414341
北方佳苑,南,简装,,平层,板楼,钢混结构,两梯四户,有,2025-04-07,2006-10-11,满五年,无抵押,商品房,普通住宅,非共有,0,21天以前发布,VR房源,近地铁,,https://sh.lianjia.com/ershoufang/107112540819.html,低楼层,29,静安,不夜城,内环内,2室2厅,1厨1卫,910.0,88427,102.91,上海市静安不夜城北方佳苑,31.251519,121.46267
颐峰苑,南,精装,,平层,板楼,钢混结构,两梯三户,有,2025-03-31,2006-07-25,满五年,无抵押,商品房,普通住宅,共有,6,28天以前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107112476749.html,低楼层,13,徐汇,徐家汇,内环内,2室2厅,1厨1卫,1280.0,132918,96.3,上海市徐汇徐家汇颐峰苑,31.188689,121.431501
煜王苑,南,精装,,平层,塔楼,钢混结构,两梯六户,有,2024-11-09,2020-03-18,满五年,无抵押,商品房,普通住宅,非共有,2,5个月以前发布,VR房源,近地铁,,https://sh.lianjia.com/ershoufang/107111297377.html,高楼层,18,长宁,中山公园,内环内,2室1厅,1厨1卫,999.0,95471,104.64,上海市长宁中山公园煜王苑,31.213591,121.421098
宝华城市之星,南,精装,,平层,板楼,钢混结构,四梯四户,有,2025-03-06,2018-02-09,满两年,有抵押,商品房,普通住宅,非共有,1,1个月以前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107112211358.html,中楼层,29,普陀,光新,内环至中环,2室2厅,1厨2卫,1320.0,122053,108.15,上海市普陀光新宝华城市之星,31.254686,121.429705
京河大厦,西南,简装,,平层,塔楼,钢混结构,两梯九户,有,2024-12-12,2013-06-06,满五年,无抵押,商品房,普通住宅,非共有,6,4个月以前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107111573031.html,低楼层,18,长宁,新华路,内环内,2室1厅,1厨1卫,710.0,65450,108.48,上海市长宁新华路京河大厦,31.199633,121.422109
大家源新城,南,简装,,平层,板楼,钢混结构,两梯四户,有,2025-04-02,2010-10-14,满五年,无抵押,商品房,普通住宅,共有,2,25天以前发布,VR房源,近地铁,,https://sh.lianjia.com/ershoufang/107112497264.html,高楼层,31,长宁,中山公园,内环内,2室1厅,1厨1卫,900.0,93663,96.09,上海市长宁中山公园大家源新城,31.221668,121.412388
宝华城市之星,南 北,精装,,平层,板楼,钢混结构,四梯四户,有,2024-06-07,2019-07-31,未满两年,有抵押,商品房,普通住宅,非共有,12,10个月以前发布,VR房源,近地铁,,https://sh.lianjia.com/ershoufang/107109927749.html,高楼层,29,普陀,光新,内环至中环,2室2厅,1厨1卫,1280.0,126897,100.87,上海市普陀光新宝华城市之星,31.254686,121.429705
京河大厦,南,简装,,平层,塔楼,钢混结构,两梯九户,有,2024-05-08,2015-05-06,满五年,无抵押,商品房,普通住宅,共有,19,11个月以前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107109680249.html,中楼层,18,长宁,新华路,内环内,2室2厅,1厨1卫,810.0,76734,105.56,上海市长宁新华路京河大厦,31.199633,121.422109
东方曼哈顿,西南,简装,,平层,塔楼,钢混结构,三梯六户,有,2024-12-28,2011-01-19,满五年,无抵押,商品房,普通住宅,非共有,4,3个月以前发布,VR看装修,近地铁,随时看房,https://sh.lianjia.com/ershoufang/107111705448.html,低楼层,35,徐汇,徐家汇,内环内,2室2厅,1厨2卫,1500.0,150046,99.97,上海市徐汇徐家汇东方曼哈顿,31.191094,121.433831
庆余公寓,东南,简装,,平层,塔楼,钢混结构,两梯六户,有,2025-01-13,2001-07-04,满五年,无抵押,商品房,普通住宅,非共有,7,3个月以前发布,VR看装修,近地铁,随时看房,https://sh.lianjia.com/ershoufang/107111828931.html,低楼层,19,徐汇,徐家汇,内环内,2室2厅,1厨1卫,900.0,87201,103.21,上海市徐汇徐家汇庆余公寓,31.189554,121.4283
上海星港,南,简装,,平层,板楼,钢混结构,两梯三户,有,2025-04-19,2012-12-26,满五年,无抵押,商品房,普通住宅,非共有,14,9天以前发布,VR看装修,近地铁,随时看房,https://sh.lianjia.com/ershoufang/107112653242.html,中楼层,17,普陀,真如,内环至中环,2室2厅,1厨1卫,782.0,82473,94.82,上海市普陀真如上海星港,31.24492,121.411912
淞兴路305弄,南,简装,,平层,板楼,砖混结构,无电梯,无,2022-06-25,2004-03-15,满五年,无抵押,商品房,普通住宅,共有,1,一年前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107105368432.html,中楼层,6,宝山,淞宝,中环至外环,2室1厅,1厨1卫,398.0,36764,108.26,上海市宝山淞宝淞兴路305弄,31.371907,121.495626
宜山路518弄,南,精装,,平层,塔楼,钢混结构,两梯六户,有,2024-05-11,2013-05-15,满五年,无抵押,商品房,普通住宅,非共有,15,11个月以前发布,VR房源,近地铁,,https://sh.lianjia.com/ershoufang/107109708611.html,中楼层,20,徐汇,田林,内环至中环,2室2厅,1厨1卫,750.0,78873,95.09,上海市徐汇田林宜山路518弄,31.182118,121.424562
世纪之门,东 南,精装,,平层,塔楼,钢混结构,两梯六户,有,2025-03-29,2000-03-17,满五年,无抵押,商品房,普通住宅,非共有,10,30天以前发布,VR房源,近地铁,随时看房,https://sh.lianjia.com/ershoufang/107112450887.html,高楼层,22,普陀,长寿路,内环内,2室2厅,1厨1卫,725.0,74428,97.41,上海市普陀长寿路世纪之门,31.247371,121.438994
十里都华,南,精装,,平层,板楼,钢混结构,两梯三户,有,2025-02-22,2005-03-06,满五年,无抵押,商品房,普通住宅,共有,11,2个月以前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107112081835.html,高楼层,33,普陀,长寿路,内环内,2室2厅,1厨2卫,1150.0,108604,105.89,上海市普陀长寿路十里都华,31.239619,121.436855
庆余公寓,西南,简装,,平层,塔楼,钢混结构,两梯五户,有,2024-07-11,2016-03-10,满五年,有抵押,商品房,普通住宅,共有,48,9个月以前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107110210486.html,低楼层,18,徐汇,徐家汇,内环内,2室1厅,1厨1卫,880.0,93518,94.1,上海市徐汇徐家汇庆余公寓,31.189554,121.4283
虹桥向日葵公寓,南,精装,,平层,板楼,钢混结构,两梯五户,有,2023-12-15,2016-08-21,满五年,有抵押,商品房,普通住宅,非共有,69,一年前发布,VR房源,近地铁,,https://sh.lianjia.com/ershoufang/107108712842.html,低楼层,22,长宁,中山公园,内环内,2室2厅,1厨1卫,680.0,75481,90.09,上海市长宁中山公园虹桥向日葵公寓,31.211652,121.414013
淮海鑫城苑,南 西,简装,,平层,塔楼,钢混结构,两梯六户,有,2024-12-31,2025-01-06,未满两年,无抵押,商品房,普通住宅,非共有,12,3个月以前发布,VR房源,近地铁,随时看房,https://sh.lianjia.com/ershoufang/107111734609.html,高楼层,18,徐汇,徐家汇,内环内,2室2厅,1厨1卫,1020.0,108246,94.23,上海市徐汇徐家汇淮海鑫城苑,31.196546,121.424911
